CUST_NO,EPOCH,TRANS_AMOUNT
5827,05/02/2015,2050
9456,25/05/2015,950
9583,13/04/2015,1000
7693,18/03/2015,650
9976,18/08/2015,950
276,26/05/2015,950
4880,08/01/2015,500
7371,11/03/2015,900
5198,05/08/2014,950
2470,10/11/2014,450
4281,29/09/2015,550
7991,19/01/2015,1400
9028,05/05/2015,700
820,17/09/2015,1000
1388,09/07/2014,1450
9217,19/06/2015,650
4834,05/09/2014,700
1867,12/08/2015,600
6830,09/03/2015,750
2267,30/09/2015,550
1962,05/01/2015,1300
859,12/02/2015,1400
7579,24/04/2015,1150
6265,21/10/2014,400
2297,19/10/2015,1550
8719,28/07/2014,1200
917,20/07/2015,1350
5984,24/10/2014,1150
9389,13/07/2015,850
2061,27/08/2015,500
5536,27/08/2014,550
1864,24/07/2015,650
7564,17/09/2014,600
8300,26/01/2015,500
1327,23/09/2015,200
5449,21/04/2015,2250
6625,09/06/2015,750
334,29/09/2015,600
2483,28/04/2015,600
9430,07/10/2015,900
9164,28/04/2015,900
4104,02/09/2015,2800
3756,24/06/2015,650
7116,01/07/2015,650
7648,06/02/2015,1100
5596,27/11/2014,1400
9991,11/05/2015,1050
8608,05/01/2015,500
8997,01/04/2015,950
1849,15/06/2015,500
5568,06/10/2014,1300
7284,07/07/2015,1150
7188,07/09/2015,800
6146,30/12/2014,250
2549,08/01/2015,1800
8088,15/10/2014,450
6543,15/10/2014,550
6084,03/09/2014,1250
5076,28/07/2014,5100
8265,23/09/2014,400
5126,09/06/2015,700
6616,16/07/2015,450
2206,24/03/2015,400
2919,30/03/2015,2000
1110,28/08/2015,2600
5505,30/03/2015,1400
7037,11/12/2014,1050
8026,17/08/2015,1400
6867,19/08/2015,1500
6734,26/03/2015,500
7402,23/06/2015,450
3577,12/05/2015,1250
7129,14/09/2015,800
597,05/01/2015,1550
5575,08/04/2015,200
7196,08/05/2015,350
9230,24/08/2015,1300
2995,25/02/2015,550
5827,05/08/2014,2100
9456,27/10/2015,950
9583,13/11/2014,1050
7693,19/10/2015,650
9976,18/06/2015,950
276,23/12/2014,1000
4880,08/10/2015,500
2581,07/09/2015,1300
5198,06/07/2015,900
2470,11/05/2015,450
4281,29/04/2015,550
7991,17/06/2015,1350
9028,02/07/2014,700
820,19/10/2015,1000
1388,10/11/2014,1450
9217,21/09/2015,650
4834,05/12/2014,700
1867,12/08/2014,650
6830,07/07/2014,800
2267,30/04/2015,550
1962,07/04/2015,1300
859,12/03/2015,1450
7579,09/02/2015,1150
6265,21/11/2014,400
2297,18/07/2014,1700
6167,11/09/2014,600
917,20/01/2015,1450
5984,24/03/2015,1150
9389,12/01/2015,850
2061,26/02/2015,500
1277,11/08/2014,900
1864,24/09/2014,650
7564,17/02/2015,600
8300,24/08/2015,500
1327,23/06/2015,200
5449,21/11/2014,2300
6625,10/11/2014,750
334,29/05/2015,600
2483,28/07/2015,600
9430,08/06/2015,950
9164,28/11/2014,950
4104,04/08/2015,2800
3756,24/07/2015,650
7116,03/11/2014,650
7648,06/01/2015,1200
5596,30/01/2015,1550
9991,10/11/2014,1050
8608,07/04/2015,500
8997,01/10/2014,1000
1849,15/09/2014,500
5568,08/09/2014,1300
7284,08/12/2014,1150
7188,07/08/2015,850
6146,28/09/2015,250
2549,08/07/2015,1750
8088,15/07/2015,450
6543,15/07/2014,550
6084,03/12/2014,1250
5076,28/09/2015,5100
8265,23/03/2015,400
5126,09/02/2015,700
6616,16/03/2015,450
2206,25/05/2015,400
2919,30/12/2014,1000
1110,30/06/2014,1200
5505,30/12/2014,1400
7037,11/09/2014,1050
8026,17/10/2014,1400
6867,19/06/2015,1500
6734,28/08/2014,500
7402,23/07/2015,450
3577,13/10/2014,1300
9163,22/08/2014,400
597,07/07/2014,1550
5575,10/11/2014,200
7196,08/09/2015,350
9230,24/04/2015,1350
2995,25/11/2014,550
5827,05/05/2015,2050
9918,22/09/2014,2250
9583,14/09/2015,950
7693,17/07/2015,650
9976,20/04/2015,950
276,20/01/2015,950
4880,09/02/2015,500
2581,16/07/2014,750
5198,05/12/2014,950
2470,10/02/2015,450
4281,29/05/2015,550
9158,16/09/2014,450
9028,02/09/2015,700
820,18/08/2014,1000
1388,09/06/2015,1400
9217,20/10/2014,650
4834,07/09/2015,700
1867,12/03/2015,650
6830,09/02/2015,750
2267,31/08/2015,550
1962,04/08/2015,1300
859,12/06/2015,1400
7579,07/10/2014,1150
6265,21/07/2014,400
2297,18/09/2015,1600
6167,11/12/2014,600
917,21/09/2015,1350
5984,24/06/2015,1100
9389,12/02/2015,850
2061,20/11/2014,500
1277,10/09/2015,900
1864,24/11/2014,650
7564,17/07/2015,600
8300,24/06/2015,500
1327,23/10/2015,900
2133,14/04/2015,950
6625,09/07/2014,750
334,29/10/2014,650
2483,30/03/2015,1200
9430,09/02/2015,950
9164,30/12/2014,900
4104,02/07/2014,2950
3756,24/02/2015,650
7116,01/09/2015,650
493,18/05/2015,2000
5596,30/10/2014,1600
9991,10/12/2014,1050
8608,05/08/2014,500
8997,04/08/2015,950
1849,15/07/2015,500
5568,07/04/2015,1300
7284,07/10/2015,1150
7188,07/04/2015,850
6146,29/06/2015,250
2549,08/12/2014,1800
8088,15/12/2014,450
6543,15/01/2015,550
6084,05/01/2015,1200
5076,30/06/2014,5100
8265,23/02/2015,400
1749,09/07/2015,950
6616,16/10/2014,450
2206,24/08/2015,400
2919,28/11/2014,1000
1110,28/08/2014,2600
5505,29/05/2015,700
7037,13/07/2015,1000
8026,17/07/2014,1400
6867,20/04/2015,1550
6734,25/09/2014,500
7402,24/11/2014,450
3577,12/08/2014,1300
9163,22/09/2015,400
597,06/10/2014,1550
5575,08/10/2015,200
7196,09/02/2015,350
5339,20/02/2015,250
2995,30/12/2014,550
5827,05/08/2015,2000
9918,21/08/2014,2250
9583,15/09/2014,1050
7693,17/12/2014,650
9976,18/12/2014,950
276,28/10/2014,1000
4880,08/04/2015,500
2581,06/10/2014,750
5198,05/11/2014,950
2470,10/07/2014,450
4281,29/09/2014,550
9158,18/08/2014,450
9028,03/11/2014,700
820,17/11/2014,1000
1388,09/09/2014,1450
9217,19/11/2014,650
4834,06/10/2014,700
1867,12/11/2014,650
6830,07/05/2015,750
2267,30/01/2015,550
1962,03/11/2014,1300
859,13/04/2015,1450
7579,24/06/2015,1100
6265,23/03/2015,400
2297,20/04/2015,1650
6167,11/05/2015,600
917,20/10/2015,1300
5984,26/01/2015,1150
9389,12/11/2014,900
2061,18/06/2015,500
1277,10/06/2015,900
1864,25/05/2015,650
7564,18/03/2015,600
8300,24/04/2015,500
1327,23/04/2015,550
2133,15/12/2014,950
6625,09/10/2015,700
334,29/04/2015,600
2483,29/09/2014,600
9430,07/09/2015,900
9164,28/07/2015,900
9045,29/06/2015,950
857,01/12/2014,350
7116,01/09/2014,650
493,16/10/2014,2050
5596,30/09/2014,1800
9991,10/09/2014,1050
8608,03/03/2015,500
8997,01/10/2015,950
1849,16/03/2015,500
4804,25/09/2014,950
7284,08/09/2014,1200
7188,07/08/2014,850
6146,28/01/2015,250
3116,20/07/2015,1700
8088,15/05/2015,450
6543,15/12/2014,550
6084,05/10/2015,1200
5076,29/09/2014,5100
312,12/02/2015,500
1749,09/04/2015,1000
6616,16/06/2015,450
2206,24/09/2014,400
2919,30/06/2014,2000
1110,28/04/2015,2600
5505,30/06/2014,700
7037,11/05/2015,1050
1229,08/06/2015,1050
6867,19/09/2014,1550
6734,30/12/2014,500
6345,16/10/2014,450
3577,13/04/2015,1250
9163,22/06/2015,400
3500,23/03/2015,1200
5575,08/06/2015,200
7196,08/09/2014,350
5339,30/12/2014,250
2995,25/06/2015,550
5827,06/10/2014,2100
9918,22/12/2014,2250
9583,13/05/2015,1000
7693,17/02/2015,650
9976,19/01/2015,950
276,23/06/2015,950
4880,10/11/2014,500
2581,05/10/2015,1300
5198,06/10/2014,950
2470,10/09/2014,450
4281,30/06/2014,550
9158,16/02/2015,400
9028,02/03/2015,700
820,17/06/2015,1000
1388,09/04/2015,1450
9217,19/02/2015,650
4834,05/08/2014,700
1867,12/06/2015,600
6830,07/11/2014,800
2267,30/10/2015,500
1962,03/03/2015,1300
859,12/09/2014,1400
7579,07/07/2014,1150
6265,22/06/2015,400
9439,26/08/2014,700
6167,13/07/2015,600
917,20/08/2014,1500
5984,24/09/2015,1100
9389,12/03/2015,850
2061,28/08/2014,500
1277,12/01/2015,900
1864,24/10/2014,650
7564,18/05/2015,600
8300,24/03/2015,500
1327,24/11/2014,850
2133,14/07/2014,1000
6625,09/07/2015,750
334,29/01/2015,600
2483,28/09/2015,600
9430,07/08/2014,950
9164,30/06/2014,950
9045,28/11/2014,950
857,02/03/2015,350
7116,02/11/2015,600
493,18/08/2014,2050
5596,27/05/2015,1350
9991,10/03/2015,1050
8608,03/06/2015,500
8997,01/09/2015,950
1849,17/08/2015,500
4804,25/07/2014,950
7284,07/08/2014,1200
7188,07/10/2014,850
6146,28/08/2014,250
3116,19/01/2015,1750
8088,15/09/2015,450
6543,17/08/2015,550
6084,07/04/2015,1200
7549,17/08/2015,2850
312,12/05/2015,500
1749,11/05/2015,1000
6616,16/09/2014,450
2206,24/06/2015,400
2919,28/01/2015,1000
1110,28/09/2015,2600
5505,29/07/2015,700
7037,13/10/2014,1050
1229,06/10/2015,1050
6867,19/05/2015,1550
6734,27/08/2015,500
6345,16/07/2015,450
3577,13/07/2015,1250
9163,22/07/2014,400
3500,21/07/2015,1200
5575,09/02/2015,200
7196,08/12/2014,350
5339,22/08/2014,250
2995,25/08/2014,550
5827,05/03/2015,2050
9918,21/07/2015,2250
9583,13/10/2015,950
7693,17/06/2015,650
9976,19/10/2015,900
276,31/08/2015,1050
4880,08/12/2014,500
2581,06/07/2015,1300
5198,05/05/2015,900
2470,12/01/2015,450
4281,30/12/2014,1050
9158,16/07/2014,450
9028,02/06/2015,700
820,17/04/2015,1000
1388,09/02/2015,1450
9217,19/08/2015,650
9517,27/01/2015,600
1867,13/10/2014,650
6830,07/07/2015,750
2267,30/03/2015,1050
1962,05/10/2015,1300
859,12/08/2014,1400
7579,25/05/2015,1150
6265,21/08/2015,400
9439,26/03/2015,700
6167,13/04/2015,600
917,22/12/2014,1450
5984,24/04/2015,1150
9389,13/10/2014,900
2061,26/03/2015,500
1277,10/10/2014,900
1864,24/07/2014,700
7564,17/06/2015,600
8300,24/11/2014,500
1327,25/08/2014,850
2133,14/01/2015,950
6625,10/08/2015,750
334,31/08/2015,600
2751,05/05/2015,1200
9430,07/11/2014,950
9164,28/10/2014,950
9045,28/04/2015,950
857,01/07/2014,350
7116,01/10/2015,650
493,17/11/2014,2050
5596,30/10/2015,1500
9991,10/09/2015,1050
8608,05/10/2015,500
8997,02/01/2015,950
1849,16/02/2015,500
4804,25/08/2014,950
7284,07/01/2015,1150
7188,07/07/2015,850
6146,28/05/2015,250
3116,18/02/2015,1750
8088,17/08/2015,450
6543,15/06/2015,550
6084,03/02/2015,1200
7549,18/05/2015,2850
312,12/03/2015,500
1749,09/02/2015,1000
6616,16/07/2014,450
2206,24/10/2014,400
6773,24/09/2014,1850
1110,02/02/2015,1400
5505,29/06/2015,700
7037,11/07/2014,1050
1229,07/07/2014,1100
6867,19/10/2015,1500
9204,30/01/2015,1150
6345,16/03/2015,450
3577,12/11/2014,1300
9163,24/11/2014,400
3500,21/01/2015,1200
5575,08/09/2015,200
7196,08/08/2014,350
5339,31/10/2014,350
2995,25/08/2015,550
5827,07/07/2014,2100
9918,21/08/2015,2250
9583,13/03/2015,1000
7693,17/08/2015,650
9976,18/03/2015,950
276,30/09/2014,1450
4880,08/06/2015,500
2581,05/03/2015,1300
5198,05/03/2015,900
2470,10/10/2014,450
4281,29/07/2014,550
9158,16/09/2015,400
9028,04/08/2015,700
820,17/07/2014,1000
1388,09/10/2015,1400
9217,21/07/2014,650
9517,27/02/2015,600
1867,12/01/2015,650
6830,07/08/2015,750
2105,27/07/2015,950
7866,31/10/2014,800
859,13/10/2014,1400
9373,15/05/2015,1050
6265,21/10/2015,400
9439,26/09/2014,700
6167,11/03/2015,600
3651,08/01/2015,1000
5984,24/07/2015,1100
9389,13/04/2015,850
2061,23/04/2015,500
1277,10/02/2015,900
1864,27/10/2015,650
7564,17/07/2014,600
8300,24/09/2014,500
3360,15/09/2014,700
2133,17/09/2015,950
6625,11/05/2015,750
334,29/09/2014,650
2751,07/09/2015,1150
9430,08/09/2014,950
9164,28/05/2015,900
9045,28/01/2015,950
857,02/01/2015,350
7116,05/05/2015,650
493,16/04/2015,2000
5596,30/06/2015,1750
9991,10/07/2015,1050
8608,04/08/2015,500
8997,02/03/2015,950
1849,15/10/2015,500
4804,25/09/2015,950
7284,07/09/2015,1150
7188,07/01/2015,850
6146,30/03/2015,450
3116,18/09/2015,1700
2264,24/11/2014,200
6543,15/10/2015,550
6084,03/06/2015,1200
7549,19/10/2015,2850
312,13/07/2015,500
1749,09/10/2014,1050
6616,16/09/2015,450
2206,24/09/2015,400
6773,24/06/2015,1800
9801,22/08/2014,850
1757,11/05/2015,1800
7037,11/11/2014,1050
1229,08/12/2014,1050
6867,19/08/2014,1550
9204,30/06/2014,1150
6345,16/07/2014,450
3577,12/09/2014,1300
9163,22/07/2015,400
3500,21/08/2015,1200
5575,08/10/2014,200
7196,08/07/2015,350
5339,23/01/2015,250
2995,28/10/2014,550
5827,07/04/2015,2050
9918,22/06/2015,2250
9583,15/06/2015,950
7693,17/11/2014,650
8292,17/11/2014,800
276,21/07/2015,950
4880,10/08/2015,500
2581,05/02/2015,1300
5198,07/09/2015,900
2062,30/12/2014,800
4281,30/03/2015,1050
9158,17/11/2014,450
9028,05/08/2014,700
820,18/05/2015,1000
1388,09/03/2015,1450
487,23/06/2015,1350
9517,27/05/2015,600
1867,12/09/2014,650
6830,08/06/2015,750
2105,27/10/2015,950
7866,27/03/2015,650
2222,20/07/2015,850
9373,17/11/2014,1050
6265,21/04/2015,400
9439,26/05/2015,700
6167,12/10/2015,600
3651,08/07/2015,1000
5984,24/12/2014,1150
4822,14/04/2015,600
2061,23/10/2014,500
1277,11/05/2015,900
1864,24/06/2015,650
7564,17/12/2014,600
8300,24/12/2014,500
3360,13/03/2015,700
2133,15/09/2014,1000
6625,09/12/2014,750
334,29/06/2015,600
2751,05/09/2014,1200
9430,07/08/2015,900
9164,28/01/2015,900
9045,28/10/2014,950
857,02/11/2015,350
7116,01/12/2014,650
493,16/10/2015,1900
6772,23/02/2015,350
9991,11/08/2014,1050
8608,03/10/2014,500
8997,01/09/2014,1000
1849,15/10/2014,500
4804,25/11/2014,950
7284,07/05/2015,1150
7188,08/12/2014,850
6146,28/07/2015,250
3116,18/11/2014,1800
2264,29/10/2015,1000
6543,16/02/2015,550
2776,27/01/2015,800
7549,17/12/2014,2850
312,12/08/2015,500
1749,09/03/2015,1000
6616,18/05/2015,450
2206,24/07/2014,400
6773,24/09/2015,1800
9801,22/05/2015,800
1757,12/01/2015,1800
7037,11/03/2015,1050
1229,07/04/2015,1050
6867,21/07/2014,1550
9204,30/07/2014,1150
6345,18/05/2015,450
3577,12/08/2015,1250
9163,22/12/2014,400
3500,22/12/2014,1200
3553,18/12/2014,500
7196,09/03/2015,350
5339,17/04/2015,250
4458,05/01/2015,800
5827,05/11/2014,2100
9918,23/02/2015,2250
9583,13/07/2015,950
7693,18/05/2015,650
8292,17/08/2015,800
276,19/08/2014,1000
4880,08/07/2015,500
2581,05/12/2014,800
5198,05/02/2015,900
2062,30/01/2015,950
4281,31/08/2015,550
9158,16/01/2015,400
9028,02/10/2014,700
820,17/09/2014,1000
1388,11/08/2014,1450
487,24/08/2015,1350
9517,27/08/2014,600
1867,14/09/2015,600
6830,07/09/2015,750
2105,25/09/2015,950
7866,30/01/2015,800
2222,20/03/2015,850
9373,15/10/2014,1050
6265,22/09/2014,400
9439,26/01/2015,700
6167,11/08/2014,600
3651,08/08/2014,1050
5984,24/09/2014,1150
4822,16/03/2015,600
2061,29/01/2015,750
1277,10/08/2015,900
1864,24/08/2015,650
7564,17/11/2014,600
8300,24/09/2015,500
3360,14/09/2015,700
2133,14/10/2014,1000
6625,09/10/2014,750
334,30/06/2014,650
2751,05/08/2015,1150
9430,16/01/2015,1850
9164,28/09/2015,900
9045,28/08/2014,950
857,01/07/2015,350
7116,01/08/2014,650
493,16/02/2015,2000
6772,23/01/2015,350
9991,12/01/2015,1050
2801,29/10/2015,800
8997,02/02/2015,950
9967,16/12/2014,1700
4804,30/12/2014,950
7284,09/02/2015,1150
7188,07/05/2015,850
6146,28/11/2014,250
3116,18/05/2015,1750
2264,31/08/2015,1000
6543,15/07/2015,550
2776,17/08/2015,300
7549,17/06/2015,2850
312,14/07/2014,500
1749,11/08/2014,1050
6616,17/08/2015,450
2206,27/10/2015,400
6773,27/10/2015,1800
9801,22/12/2014,800
1757,11/08/2014,1850
7037,11/08/2015,1000
1229,06/08/2015,1050
6867,19/01/2015,1550
9204,30/10/2014,1150
6345,16/01/2015,450
3577,12/02/2015,1250
9163,22/09/2014,400
3500,21/08/2014,1500
3553,19/10/2015,500
7196,08/06/2015,350
5339,30/10/2015,350
4458,05/02/2015,800
5827,05/10/2015,2000
9918,21/07/2014,2250
9583,14/07/2014,1050
7693,19/01/2015,650
8292,15/10/2015,750
276,13/10/2015,500
4880,08/07/2014,500
2581,05/08/2015,1300
5198,05/10/2015,900
2062,29/05/2015,950
4281,29/10/2015,550
9158,16/06/2015,400
9028,02/11/2015,700
820,17/10/2014,1000
1388,09/01/2015,1450
487,23/09/2015,1350
9517,28/10/2014,600
1867,13/04/2015,650
6830,07/08/2014,800
2105,25/03/2015,950
7866,28/08/2015,650
2222,20/10/2014,700
9373,16/02/2015,1050
6265,21/05/2015,400
9439,26/02/2015,700
6167,15/06/2015,1150
3651,08/09/2015,1000
5984,24/07/2014,1150
4822,14/08/2014,650
2061,18/12/2014,500
1277,10/07/2014,900
1864,24/03/2015,650
7564,18/08/2014,600
9679,08/06/2015,1200
3360,13/04/2015,700
2133,15/06/2015,950
6625,09/02/2015,750
334,30/12/2014,1250
2751,05/12/2014,1200
9430,08/12/2014,950
9164,28/10/2015,900
9045,28/07/2014,950
857,05/05/2015,350
2134,24/11/2014,4500
493,16/07/2014,2050
6772,23/06/2015,350
9991,10/02/2015,1050
2801,29/09/2014,800
8997,02/11/2015,950
9967,16/03/2015,1700
4804,25/03/2015,950
7284,07/10/2014,1200
7188,08/09/2014,850
6146,30/06/2014,250
3116,18/06/2015,1700
2264,29/04/2015,1000
6775,26/11/2014,1900
2776,15/10/2015,300
7549,17/04/2015,2850
312,12/08/2014,500
1749,09/12/2014,1000
6616,18/08/2014,450
2206,24/11/2014,400
6773,24/10/2014,1850
9801,23/02/2015,800
1757,11/07/2014,1850
7037,13/04/2015,1050
1229,06/08/2014,1100
6867,19/11/2014,1550
9204,30/12/2014,2300
6345,16/10/2015,450
3577,12/01/2015,1250
9163,23/03/2015,400
3500,21/10/2014,1450
3553,18/11/2014,500
3335,20/01/2015,1000
5339,25/07/2014,250
4458,06/10/2014,800
5827,05/12/2014,2100
9918,21/05/2015,2250
9583,13/08/2014,1050
7693,17/09/2015,650
8292,15/07/2015,800
276,22/07/2014,1000
4880,08/09/2015,500
2581,05/01/2015,1300
5198,07/04/2015,900
2062,31/10/2014,950
4281,29/06/2015,550
9158,16/03/2015,400
9028,02/07/2015,700
820,17/12/2014,1000
9685,22/06/2015,1000
487,23/07/2015,1350
9517,28/09/2015,600
1867,12/10/2015,600
6830,08/12/2014,750
2105,25/06/2015,950
7866,25/07/2014,650
2222,20/08/2015,850
9373,15/12/2014,1050
6265,21/09/2015,400
9439,30/12/2014,700
6167,13/10/2014,600
3651,08/07/2014,1050
5984,25/05/2015,1150
4822,15/06/2015,600
2061,31/07/2014,750
1277,10/09/2014,900
1864,25/08/2014,700
7564,17/04/2015,600
9679,06/11/2014,1200
3360,13/10/2014,700
2133,16/02/2015,950
6625,09/03/2015,750
334,29/07/2015,600
2751,05/03/2015,1200
9430,07/05/2015,950
9164,28/08/2015,900
9045,30/12/2014,950
857,01/09/2015,350
2134,24/08/2015,4500
493,16/01/2015,2000
6772,24/11/2014,350
2165,26/05/2015,550
2801,31/08/2015,800
8997,05/05/2015,950
9967,16/10/2015,1700
4804,25/08/2015,950
7284,08/06/2015,1150
7188,07/10/2015,800
6146,28/07/2014,250
3116,19/10/2015,1650
2264,30/03/2015,1800
6775,27/05/2015,500
2776,27/11/2014,800
7549,18/03/2015,2850
312,13/10/2014,500
1749,10/11/2014,1050
6616,16/04/2015,450
2206,26/01/2015,400
6773,25/08/2014,1850
9801,24/11/2014,850
1757,11/06/2015,1750
7037,12/01/2015,1050
1229,06/03/2015,1050
6867,20/07/2015,1500
9204,31/08/2015,1100
6345,16/09/2014,450
3577,12/03/2015,1250
9163,23/02/2015,400
3500,21/11/2014,1200
3553,18/02/2015,500
3335,20/08/2015,1000
5339,19/09/2014,250
4458,05/06/2015,800
5827,07/09/2015,2000
9918,21/10/2014,2250
9583,13/10/2014,1050
7693,17/10/2014,650
8292,15/07/2014,800
276,28/04/2015,950
4880,08/10/2014,500
2581,07/04/2015,1300
5198,05/01/2015,900
2062,26/09/2014,800
4281,29/08/2014,550
9158,16/07/2015,400
9028,02/09/2014,700
820,17/08/2015,1000
9685,29/09/2014,1450
487,25/08/2014,1350
9517,27/07/2015,600
1867,13/07/2015,600
6830,07/10/2015,750
2105,25/11/2014,950
7866,31/07/2015,800
2222,21/07/2014,700
9373,16/03/2015,1050
6265,23/02/2015,400
9439,26/11/2014,700
6167,11/08/2015,600
3651,08/10/2015,1000
5984,25/08/2014,1150
4822,14/07/2015,600
2061,24/09/2015,500
1277,10/12/2014,900
1864,24/04/2015,650
7564,17/10/2014,600
9679,06/02/2015,1200
3360,14/07/2014,700
2133,14/11/2014,1000
6625,09/09/2015,750
334,29/07/2014,650
2751,06/07/2015,1150
9430,07/07/2014,950
2933,16/07/2015,750
9045,28/07/2015,950
857,01/10/2015,350
2134,25/08/2014,4500
493,16/06/2015,1950
6772,23/07/2014,350
2165,28/09/2015,550
2801,30/12/2014,1550
8997,01/07/2015,950
9967,16/01/2015,1700
4804,26/01/2015,950
7284,09/03/2015,1150
7188,09/02/2015,850
6146,29/09/2014,250
3116,18/07/2014,1800
2264,30/06/2014,800
6775,29/10/2014,2350
2776,28/10/2014,800
7549,17/02/2015,2850
312,12/06/2015,500
1749,09/01/2015,1000
872,09/07/2015,1100
2206,24/04/2015,400
6773,24/07/2015,1800
9801,22/07/2015,800
1757,12/10/2015,1700
174,04/02/2015,1150
1229,06/05/2015,1050
6867,19/02/2015,1550
9204,30/09/2014,2300
6345,17/08/2015,450
3577,14/07/2014,1300
9163,22/05/2015,400
3500,22/06/2015,1200
3553,18/08/2015,500
3335,20/02/2015,1000
5339,26/06/2015,250
4458,05/08/2014,800
5827,05/09/2014,2100
9918,21/10/2015,2250
9583,13/02/2015,1000
7693,18/08/2014,650
8292,16/03/2015,800
276,25/11/2014,1000
4880,08/08/2014,500
2581,29/09/2014,800
5198,05/06/2015,900
2062,25/09/2015,800
8854,08/06/2015,1000
9158,16/10/2015,400
9028,02/01/2015,700
3897,14/10/2014,7350
9685,25/05/2015,1000
487,23/03/2015,1350
9517,29/06/2015,600
1867,14/07/2014,650
6830,07/04/2015,750
2105,25/02/2015,950
7866,30/12/2014,650
2222,20/01/2015,850
9373,17/08/2015,1050
4553,20/04/2015,500
9439,26/06/2015,700
6167,16/02/2015,1150
3651,08/06/2015,1000
5984,24/08/2015,1100
4822,14/01/2015,600
3993,21/05/2015,1400
1277,10/04/2015,900
1864,24/09/2015,650
8518,07/08/2014,1350
9679,07/04/2015,1200
3360,15/06/2015,700
2133,16/03/2015,950
6625,09/04/2015,750
334,30/03/2015,1200
2751,05/06/2015,1200
9430,07/10/2014,950
2933,18/08/2014,750
9045,28/09/2015,950
857,01/04/2015,350
2134,23/04/2015,4500
